ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
617,Abundant Oily Blackmouth School,609,1,0,3851,7,2
618,Abundant Firefin Snapper School,609,1,0,3852,13,2
619,Brackish Mixed School,609,1,0,3623,0,2
620,Teeming Oily Blackmouth School,609,1,0,3862,8,2
621,Highland Mixed School,609,1,0,3627,9,2
622,Oily Blackmouth School,609,1,0,3859,5,2
623,Sagefish School,609,1,0,3858,17,2
624,Lesser Sagefish School,609,1,0,3855,16,2
625,School of Deviate Fish,609,1,0,3854,15,2
626,Sparse Oily Blackmouth School,609,1,0,3856,3,2
627,Sparse Firefin Snapper School,609,1,0,3857,11,2
628,Teeming Firefin Snapper School,609,1,0,3863,14,2
629,Lesser Oily Blackmouth School,609,1,0,3853,1,2
630,Glassfin Minnow School,609,1,0,5283,26,2
631,Nettlefish School,609,1,0,5287,30,2
632,Borean Man O' War School,609,1,0,5278,20,2
633,Moonglow Cuttlefish School,609,1,0,5285,28,2
634,Musselback Sculpin School,609,1,0,5286,29,2
635,Barrelhead Goby School,609,1,0,5276,21,2
636,Deep Sea Monsterbelly School,609,1,0,5279,22,2
637,Fangtooth Herring School,609,1,0,5281,24,2
638,Glacial Salmon School,609,1,0,5282,25,2
639,Imperial Manta Ray School,609,1,0,5284,27,2
640,Dragonfin Angelfish School,609,1,0,5280,23,2
642,Defeat Yan-Zhu the Uncasked in Stormstout Brewery on Heroic Difficulty.,0,0,4,0,0,0
643,Yan-Zhu the Uncasked,642,1,0,19109,0,2
645,Earn a 2200 personal rating in the 2v2 bracket of the arena.,0,0,4,0,0,0
646,2200 rating,645,2200,0,451,1,2
648,"Defeat the classic, level 60 version of Onyxia.",0,1,8,0,0,0
649,The Only Prescription,648,1,0,4437,4,2
650,The Forging of Quel'Serrar,648,1,0,4270,5,2
651,Victory for the Alliance,648,1,0,4266,1,2
652,Eskhandar's Collar,648,1,0,4286,12,2
653,Onyxia Hide Backpack,648,1,0,4271,6,2
654,Victory for the Horde,648,1,0,4267,3,2
655,A Proper String,648,1,0,4268,2,2
656,Deathbringer,648,1,0,4282,8,2
657,Ring of Binding,648,1,0,4284,10,2
658,Shard of the Scale,648,1,0,4287,13,2
659,Vis'kag the Bloodletter,648,1,0,4283,9,2
660,Ancient Cornerstone Grimoire,648,1,0,4272,7,2
661,Sapphiron Drape,648,1,0,4285,11,2
663,Earn exalted status with The Kirin Tor.,0,0,4,0,0,0
664,Exalted with Kirin Tor,663,42000,0,4742,1,2
666,Equip 25 unique tabards.,0,25,8,0,0,0
667,Tabard of the Protector,666,1,0,2338,3,2
668,Aldor Tabard,666,1,0,2893,6,2
669,Battle Tabard of the Defilers,666,1,0,2894,7,2
670,Blood Knight Tabard,666,1,0,2895,8,2
671,Tabard of the Argent Dawn,666,1,0,2925,38,2
672,Tabard of the Defender,666,1,0,2926,39,2
673,Tabard of the Shattered Sun,666,1,0,2929,42,2
674,Thrallmar Tabard,666,1,0,2931,44,2
675,Tranquillien Tabard,666,1,0,2932,45,2
676,Warsong Battle Tabard,666,1,0,2933,46,2
677,Frostwolf Battle Tabard,666,1,0,2899,12,2
678,Honor Hold Tabard,666,1,0,2901,14,2
679,Knight's Colors,666,1,0,2903,16,2
680,Lower City Tabard,666,1,0,2905,18,2
681,Ogri'la Tabard,666,1,0,2907,20,2
682,Private's Tabard,666,1,0,2908,21,2
683,Sha'tar Tabard,666,1,0,2911,24,2
684,Skyguard Tabard,666,1,0,2913,26,2
685,Arathor Battle Tabard,666,1,0,2335,0,2
686,Tabard of the Arcane,666,1,0,2924,37,2
687,Sporeggar Tabard,666,1,0,2914,27,2
688,Stone Guard's Herald,666,1,0,2915,28,2
689,Tabard of Frost,666,1,0,2919,32,2
690,Tabard of Nature,666,1,0,2921,34,2
691,Scryers Tabard,666,1,0,2910,23,2
692,Keepers of Time Tabard,666,1,0,2902,15,2
693,Tabard of Stormwind,666,1,0,2922,35,2
694,Stormpike Battle Tabard,666,1,0,2916,29,2
695,Tabard of Flame,666,1,0,2918,31,2
696,Kurenai Tabard,666,1,0,2904,17,2
697,Tabard of Summer Skies,666,1,0,2923,36,2
698,Tabard of Fury,666,1,0,2920,33,2
699,Tabard of the Illidari,666,1,0,2337,2,2
700,Guild Tabard,666,1,0,2340,5,2
701,Consortium Tabard,666,1,0,2336,1,2
702,Contest Winner's Tabard,666,1,0,2898,11,2
703,Tabard of the Scarlet Crusade,666,1,0,2928,41,2
704,Cenarion Expedition Tabard,666,1,0,2896,9,2
705,Tabard of Brute Force,666,1,0,6172,49,2
706,Tabard of the Explorer,666,1,0,6171,48,2
707,Green Trophy Tabard of the Illidari,666,1,0,2900,13,2
708,Mag'har Tabard,666,1,0,2906,19,2
709,Loremaster's Colors,666,1,0,6151,47,2
710,Tabard of the Argent Crusade,666,1,0,6976,50,2
711,Tabard of the Ebon Blade,666,1,0,6977,51,2
712,Tabard of the Wyrmrest Accord,666,1,0,6978,52,2
713,Tabard of the Kirin Tor,666,1,0,6979,53,2
714,Furious Gladiator's Tabard,666,1,0,12598,69,2
715,Tabard of Summer Flames,666,1,0,2339,4,2
716,Tabard of the Void,666,1,0,2930,43,2
717,Renowned Guild Tabard,666,1,0,16886,86,2
718,Silverwing Battle Tabard,666,1,0,2912,25,2
719,Tabard of the Lightbringer,666,1,0,13241,72,2
720,Tabard of the Hand,666,1,0,2927,40,2
721,Relentless Gladiator's Tabard,666,1,0,12599,70,2
722,Competitor's Tabard,666,1,0,2897,10,2
723,Scout's Tabard,666,1,0,2909,22,2
724,Wrathful Gladiator's Tabard,666,1,0,13242,73,2
725,Tabard of Brilliance,666,1,0,2917,30,2
726,Bilgewater Cartel Tabard,666,1,0,16325,80,2
727,Tabard of Conquest (Horde),666,1,0,11761,68,2
728,Tabard of the Earthen Ring,666,1,0,16323,78,2
729,Tabard of the Wildhammer Clan,666,1,0,16320,75,2
730,Silver Covenant Tabard,666,1,0,11307,64,2
731,Sunreaver Tabard,666,1,0,11308,65,2
732,Argent Crusader's Tabard,666,1,0,11309,66,2
733,Silvermoon City Tabard,666,1,0,11298,54,2
734,Sen'jin Tabard,666,1,0,11299,55,2
735,Undercity Tabard,666,1,0,11300,56,2
736,Thunder Bluff Tabard,666,1,0,11301,57,2
737,Darnassus Tabard,666,1,0,11302,58,2
738,Exodar Tabard,666,1,0,11303,59,2
739,Gnomeregan Tabard,666,1,0,11304,60,2
740,Ironforge Tabard,666,1,0,11305,61,2
741,Stormwind Tabard,666,1,0,11306,62,2
742,Tabard of Conquest (Alliance),666,1,0,11760,67,2
743,Hellscream's Reach Tabard,666,1,0,16328,83,2
744,Gilneas Tabard,666,1,0,16326,81,2
745,Orgrimmar Tabard,666,1,0,11378,63,2
746,Tabard of the Achiever,666,1,0,12600,71,2
747,Tabard of the Dragonmaw Clan,666,1,0,16319,74,2
748,Tabard of Therazane,666,1,0,16321,76,2
749,Tabard of the Guardians of Hyjal,666,1,0,16322,77,2
750,Tabard of Ramkahen,666,1,0,16324,79,2
751,Baradin's Wardens Tabard,666,1,0,16327,82,2
752,Krom'gar Tabard,666,1,0,16329,84,2
753,Illustrious Guild Tabard,666,1,0,16885,85,2
755,First person on the realm to achieve 450 skill in fishing.,0,0,4,0,0,0
756,Skill to 450,755,450,0,5696,1,2
758,Quests completed,0,0,5,0,0,0
759,Daily quests,758,0,0,4984,2,0
760,Total quests,758,0,0,3631,1,0
762,Creatures killed,0,0,5,0,0,0
763,Beasts,762,0,0,4948,1,0
764,Elemental,762,0,0,4951,4,0
765,Humanoid,762,0,0,4953,6,0
766,Mechanical,762,0,0,4954,7,0
767,Undead,762,0,0,4955,8,0
768,Unspecified,762,0,0,4956,9,0
769,Totems,762,0,0,4957,10,0
770,Demons,762,0,0,4949,2,0
771,Dragonkin,762,0,0,4950,3,0
772,Giant,762,0,0,4952,5,0
774,Critters killed,0,0,4,0,0,0
775,Critters killed,774,0,0,4958,1,0
777,Deaths from fatigue,0,0,4,0,0,0
778,Deaths from fatigue,777,0,0,148,1,0
780,Use a Handful of Rose Petals on each of the race/class combinations listed below.,0,0,4,0,0,0
781,Troll Rogue,780,1,0,6317,8,0
782,Orc Death Knight,780,1,0,6302,2,0
783,Night Elf Priest,780,1,0,6314,4,0
784,Orc Shaman,780,1,0,6315,5,0
785,Tauren Druid,780,1,0,6316,6,0
786,Undead Warrior,780,1,0,6318,7,0
787,Gnome Warlock,780,1,0,6312,1,0
788,Human Death Knight,780,1,0,6313,3,0
789,Blood Elf Mage,780,1,0,6319,9,0
790,Dwarf Hunter,780,1,0,6321,11,0
791,Draenei Paladin,780,1,0,6320,10,0
793,Loremaster of Outland,0,0,4,0,0,0
794,Shadow of the Betrayer,793,0,0,3889,6,32
795,,800,0,0,3885,0,32
796,On the Blade's Edge,793,0,0,3887,4,32
797,Into the Nether,793,0,0,3888,5,32
798,Mysteries of the Marsh,793,0,0,3884,1,32
799,,800,0,0,3917,1,32
800,Terror of Terokkar,793,1,8,0,2,0
802,Highest Leatherworking skill,0,0,4,0,0,0
803,Leatherworking skill,802,525,0,5718,1,1
805,Quests abandoned,0,0,4,0,0,0
806,Quests abandoned,805,0,0,5289,1,0
808,Circle of Blood matches,0,0,4,0,0,0
809,Circle of Blood matches,808,0,0,5729,1,0
811,Defeat Charlga Razorflank.,0,1,8,0,0,0
812,Charlga Razorflank,811,1,0,18528,1,2
813,An Unholy Alliance,811,1,0,4409,4,2
814,A Vengeful Fate,811,1,0,4250,2,2
815,The Crone of the Kraul,811,1,0,4251,3,2
817,Defeat Amnennar the Coldbringer.,0,1,8,0,0,0
820,Amnennar the Coldbringer,817,1,0,24977,0,2
822,Defeat Archaedas.,0,1,8,0,0,0
823,Archaedas,822,1,0,18531,1,2
824,The Platinum Discs ,822,1,0,4256,2,2
825,Find the Gems and Power Source,822,1,0,4257,3,2
826,Restoring the Necklace,822,1,0,4258,4,2
828,Defeat Chief Ukorz Sandscalp.,0,0,4,0,0,0
829,Chief Ukorz Sandscalp,828,1,0,3265,1,2
831,Defeat Princess Theradras.,0,1,8,0,0,0
832,Princess Theradras,831,1,0,18532,1,2
833,Corruption of Earth and Seed,831,1,0,4259,2,2
834,Corruption of Earth and Seed,831,1,0,4260,3,2
836,Ring of Trials victories,0,0,4,0,0,0
837,Ring of Trials victories,836,0,0,5735,1,0
839,Cyanigosa kills (Heroic Violet Hold),0,0,4,0,0,0
840,Cyanigosa,839,1,0,5613,1,0
842,"Obtain a Brewfest mount, or transform yours into one using Brewfest Hops.",0,1,8,0,0,0
843,,842,1,0,10968,7,2
844,Brewfest Kodo,842,0,0,6207,1,2
845,,842,1,0,10966,5,2
846,Brewfest Ram,842,0,0,6209,3,2
847,,842,1,0,10967,6,2
848,,842,1,0,10969,8,2
849,swift brewfest ram,842,0,0,6208,2,2
850,Great Brewfest Kodo,842,0,0,6210,4,2
852,Deaths from Vanndar Stormpike,0,0,4,0,0,0
853,Killed by Vanndar Stormpike,852,0,0,4965,1,0
855,Throw a snowball at Muradin Bronzebeard during the Feast of Winter Veil.,0,1,8,0,0,0
856,,855,1,0,10442,2,2
857,,855,1,0,10443,3,2
858,,855,1,0,10441,1,2
860,Fish up 250 items.,0,0,4,0,0,0
861,Catch 250 fish,860,250,0,5288,1,1
863,Complete the heroic Burning Crusade dungeon achievements listed below.,0,0,4,0,0,0
864,Heroic The Mechanar,863,0,0,4035,12,0
865,Heroic The Botanica,863,0,0,4036,13,0
866,Heroic Magister's Terrace,863,0,0,4038,15,0
867,Heroic Auchenai Crypts,863,0,0,4039,16,0
868,Heroic Mana-Tombs,863,0,0,4027,5,0
869,Heroic The Shattered Halls,863,0,0,4034,11,0
870,Heroic The Arcatraz,863,0,0,4037,14,0
871,Heroic Hellfire Ramparts,863,0,0,4023,1,0
872,Heroic Opening of the Dark Portal,863,0,0,4032,9,0
873,Heroic The Steamvault,863,0,0,4033,10,0
874,Heroic Shadow Labyrinth,863,0,0,4030,8,0
875,Heroic The Blood Furnace,863,0,0,4024,2,0
876,Heroic The Slave Pens,863,0,0,4025,3,0
877,Heroic Underbog,863,0,0,4026,4,0
878,Heroic The Escape From Durnholde,863,0,0,4028,6,0
879,Heroic Sethekk Halls,863,0,0,4029,7,0
881,Win Arathi Basin with a score of 1600 to 0.,0,1,8,0,0,8192
882,Arathi Basin Shutout,881,1,0,611,0,2
884,Total 25-player raids entered,0,0,4,0,0,0
885,25-man raids run,884,0,0,4989,1,0
887,Defeat Onyxia in 10-player mode.,0,0,4,0,0,0
888,Onyxia,887,1,0,12558,1,2
890,Defeat Onyxia in 25-player mode.,0,0,4,0,0,0
891,Onyxia,890,1,0,13345,1,2
893,Gold spent on postage,0,0,4,0,0,0
894,Gold spent on postage,893,0,0,3358,1,8
896,Defeat the Azjol-Nerub bosses on Heroic Difficulty.,0,0,4,0,0,0
897,Krik'thir the Gatewatcher,896,1,0,6848,1,0
898,Hadronox,896,1,0,6849,2,0
899,Anub'arak,896,1,0,5610,3,0
901,Defeat the boss encounters in Halls of Stone.,0,0,4,0,0,0
902,Maiden of Grief,901,1,0,5452,1,0
903,Krystallus,901,1,0,5453,3,0
904,Sjonnir the Ironshaper,901,1,0,5454,4,0
905,The Tribunal of Ages,901,1,0,6935,2,0
910,,0,0,4,0,0,0
911,Beth'tilac,910,1,0,18048,1,2
912,Beth'tilac,910,1,0,18049,2,2
914,Get 30 Honorable Kills in a single battle in any battleground.,0,1,8,0,0,0
915,30 hks in wsg,914,30,0,1823,3,3
916,30 hks in arathi,914,30,0,1820,0,3
917,30 hks in eots,914,30,0,1822,2,3
918,30 hks in av,914,30,0,1821,1,3
919,30 hks in ioc,914,30,0,12579,4,3
921,Mage Portals taken,0,0,5,0,0,0
922,Portal to Dalaran,921,0,0,4993,1,0
923,Portal to Exodar,921,0,0,4995,3,0
924,Portal to Shattrath,921,0,0,4996,4,0
925,Portal to Ironforge,921,0,0,4997,5,0
926,Portal to Silvermoon,921,0,0,4999,7,0
927,Portal to Stonard,921,0,0,5000,8,0
928,Portal to Stormwind,921,0,0,5001,9,0
929,Portal to Theramore,921,0,0,5002,10,0
930,Portal to Thunder Bluff,921,0,0,5003,11,0
931,Portal to Undercity,921,0,0,5004,12,0
932,Portal to Darnassus,921,0,0,4994,2,0
933,Portal to Shattrath,921,0,0,4992,0,0
934,Portal to Orgrimmar,921,0,0,4998,6,0
936,Defeat Warchief Kargath Bladefist on Heroic Difficulty.,0,1,8,0,0,0
937,Imprisoned in the Citadel,936,1,0,4487,2,2
938,Trial of the Naaru: Mercy,936,1,0,4489,4,2
939,Warchief Kargath Bladefist,936,1,0,3719,1,2
940,Imprisoned in the Citadel,936,1,0,4488,3,2
942,Reach level 40.,0,0,4,0,0,0
943,Reach level 40,942,40,0,5212,1,2
945,Ring of Trials matches,0,0,4,0,0,0
946,Ring of Trials matches,945,0,0,5730,1,0
948,Receive 50 Coins of Ancestry.,0,0,4,0,0,0
949,Receive 50 Coins of Ancestry,948,50,0,472,1,1
951,Defeat Sapphiron in Naxxramas in 25-player mode.,0,0,4,0,0,0
952,Sapphiron,951,1,0,5135,1,2
954,Defeat Kel'Thuzad in Naxxramas in 25-player mode.,0,0,4,0,0,0
955,Kel'Thuzad,954,1,0,5136,1,2
957,Defeat Omor the Unscarred.,0,1,8,0,0,0
958,Omor the Unscarred,957,1,0,18536,1,2
959,Weaken the Ramparts,957,1,0,4462,3,2
960,Weaken the Ramparts,957,1,0,4461,2,2
962,Defeat Keli'dan the Breaker.,0,0,4,0,0,0
963,Keli'dan the Breaker,962,1,0,3239,1,2
965,Anub'arak kills (Azjol-Nerub),0,0,4,0,0,0
966,Anub'arak,965,1,0,3643,1,0
968,The Prophet Tharon'ja kills (Drak'Tharon Keep),0,0,4,0,0,0
969,The Prophet Tharon'ja,968,1,0,3651,1,0
970,The Prophet Tharon'ja,968,1,0,9258,2,0
971,The Prophet Tharon'ja,968,1,0,9259,3,0
973,Battleground Honorable Kills,0,0,5,0,0,0
974,Isle of Conquest,973,0,0,13260,5,0
975,Arathi Basin,973,0,0,5499,0,0
976,Alterac Valley,973,0,0,5500,1,0
977,Warsong Gulch,973,0,0,5501,2,0
978,Eye of the Storm,973,0,0,5502,3,0
979,Strand of the Ancients,973,0,0,5503,4,0
980,Twin Peaks,973,0,0,17412,6,0
981,The Battle for Gilneas,973,0,0,24125,7,0
983,Arena Honorable Kills,0,0,5,0,0,0
984,Nagrand Arena Kills,983,0,0,9162,2,0
985,Ruins of Lordaeron Arena Kills,983,0,0,9163,3,0
986,Blade's Edge Arena Kills,983,0,0,8839,0,0
987,The Ring of Valor Arena Kills,983,0,0,9164,4,0
988,Dalaran Sewers Arena Kills,983,0,0,9161,1,0
990,"Do 300,000 damage or healing in a single battle in any battleground. The damage or healing must be done to a player.",0,1,8,0,0,0
991,"Do 300,000 Damage in Eye of the Storm",990,300000,0,2403,4,3
992,"Do more than 300,000 Damage in Alterac Valley",990,300000,0,2400,0,3
993,"300,000 healing in av",990,300000,0,3364,8,3
994,"300,000 healing in eots",990,300000,0,3366,9,3
995,"300,000 healing in ab",79621,300000,0,3365,0,3
996,"300,000 healing in wsg",990,300000,0,3367,10,3
997,"Do 300,000 Damage in Warsong Gulch",990,300000,0,2402,3,3
998,"Do 300,000 Damage in Arathi Basin",79619,300000,0,2401,0,3
999,"Do 300,000 Damage in Strand of the Ancients",990,300000,0,5076,5,3
1000,"300,000 healing in Isle of Conquest",990,300000,0,12378,12,3
1001,"Do 300,000 Damage in Isle of Conquest",990,300000,0,12379,6,3
1002,"300,000 healing in sota",990,300000,0,5077,11,3
1003,"300,000 healing in Twin Peaks",990,300000,0,16756,13,3
1004,"300,000 healing in Battle for Gilneas",990,300000,0,16757,14,3
1005,"Do more than 300,000 Damage in Twin Peaks",990,300000,0,16771,1,3
1006,"Do more than 300,000 Damage in Battle for Gilneas",990,300000,0,16772,2,3
1008,"Earned the title, ""Marshal"".",0,0,4,0,0,0
1009,Marshal,1008,0,0,729,1,2
1011,Defeat the bosses in Halls of Lightning.,0,0,4,0,0,0
1012,General Bjarngrim,1011,1,0,5455,1,0
1013,Ionar,1011,1,0,5456,2,0
1014,Loken,1011,1,0,5458,4,0
1015,Volkhan,1011,1,0,5457,3,0
1017,Complete 1000 quests.,0,0,4,0,0,0
1018,,1017,1000,0,3631,0,1
1020,Owner of the Wrath of the Lich King's Collector's Edition Frost Wyrm Whelp pet.,0,1,8,0,0,0
1021,Frosty's Collar,1020,1,0,592,0,2
1022,Frosty,1020,0,0,6156,1,2
1024,Kill 50 enemy players in any of your home cities.,0,50,5,0,0,0
1025,Orgrimmar,1024,50,0,5031,1,3
1026,Hunter Rise,1024,50,0,5036,6,3
1027,Shepherd's Gate,1024,50,0,5033,3,3
1028,Thunder Bluff,1024,50,0,5034,4,3
1029,Spirit Rise,1024,50,0,5037,7,3
1030,The Pools of Vision,1024,50,0,5038,8,3
1031,Undercity,1024,50,0,5039,9,3
1032,Elder Rise,1024,50,0,5035,5,3
1033,Silvermoon City,1024,50,0,5032,2,3
1035,Defeat Exarch Maladaar.,0,1,8,0,0,0
1036,Auchindoun...,1035,1,0,4465,2,2
1037,Everything Will Be Alright,1035,1,0,4466,3,2
1038,Exarch Maladaar,1035,1,0,3244,1,2
1040,Defeat Quagmirran on Heroic Difficulty.,0,0,4,0,0,0
1041,Quagmirran,1040,1,0,3711,1,2
1043,Proud owner of the Big Blizzard Bear from the 2008 BlizzCon.,0,1,8,0,0,0
1044,Big Blizzard Bear,1043,1,0,6974,1,2
1045,Big Blizzard Bear,1043,0,0,6975,2,2
1047,Complete the arena achievements listed below.,0,0,4,0,0,0
1048,Last Man Standing,1047,0,0,3496,8,0
1049,World Wide Winner,1047,0,0,3488,1,0
1050,Hotter Streak,1047,0,0,3494,7,0
1051,Brutally Dedicated,1047,0,0,3489,2,0
1052,High Five: 2200,1047,0,0,3492,5,0
1053,Hot Streak,1047,0,0,3493,6,0
1054,Three's Company: 2200,1047,0,0,3491,4,0
1055,Just the Two of Us: 2200,1047,0,0,3490,3,0
1057,Complete the battleground achievements listed below.,0,0,4,0,0,0
1058,Master of Arathi Basin,1057,0,0,227,1,0
1060,Master of Eye of the Storm,1057,0,0,3503,3,0
1061,Master of Alterac Valley,1057,0,0,226,0,0
1062,Master of Warsong Gulch,1057,0,0,229,2,0
1064,Deaths in Arathi Basin,0,0,4,0,0,0
1065,Arathi Basin Deaths,1064,0,0,110,0,0
1067,Highest Inscription skill,0,0,4,0,0,0
1068,Inscription skill,1067,525,0,5716,1,1
1070,Highest Skinning skill,0,0,4,0,0,0
1071,Skinning skill,1070,525,0,5720,1,1
1073,Highest Engineering skill,0,0,4,0,0,0
1074,Engineering skill,1073,525,0,5722,1,1
1076,Take 50 flags in Arathi Basin.,0,50,5,0,0,8193
1077,Take 50 flags in Arathi Basin,1076,50,0,308,0,1
1079,Win Arathi Basin in 6 minutes.,0,0,4,0,0,0
1080,Win in 6 minutes,1079,1,0,44977,0,2
1082,Defeat the bosses of The Arachnid Quarter of Naxxramas in 10-player mode.,0,0,4,0,0,0
1083,Anub'Rekhan,1082,1,0,5100,1,0
1084,Maexxna,1082,1,0,5102,3,0
1085,Grand Widow Faerlina,1082,1,0,6430,2,0
1087,"Complete the Kalimdor, Eastern Kingdoms and Outland Tricks and Treats achievements.",0,0,4,0,0,0
1088,Tricks and Treats of Eastern Kingdoms,29050,0,0,2226,0,0
1089,Tricks and Treats of Outland,29054,0,0,2227,0,0
1090,Tricks and Treats of Kalimdor,29052,0,0,2225,0,0
1092,Receive a handful of treats from one of the Candy Buckets located in an inn.,0,0,4,0,0,0
1093,Handful of Treats,1092,1,0,2231,1,2
1095,"Kill Representatives Moira Thaurissan, Muradin Bronzebeard and Falstad Wildhammer.",0,0,4,0,0,0
1096,,1095,1,0,489,1,2
1097,,1095,1,0,16083,2,2
1098,,1095,1,0,16084,3,2
1100,"Explore Loch Modan, revealing the covered areas of the world map.",0,0,4,0,0,0
1101,Grizzlepaw Ridge,1100,1,0,1181,8,0
1102,Mo'grosh Stronghold,1100,1,0,1175,3,0
1103,The Loch,1100,1,0,1176,1,0
1104,Thelsamar,1100,1,0,1182,9,0
1105,Stonesplinter Valley,1100,1,0,1183,10,0
1106,Valley of Kings,1100,1,0,1184,11,0
1107,North Gate Pass,1100,1,0,1178,5,0
1108,The Farstrider Lodge,1100,1,0,1179,6,0
1109,Ironband's Excavation Site,1100,1,0,1180,7,0
1110,Stonewrought Dam,1100,1,0,1174,2,0
1111,Silver Stream Mine,1100,1,0,1177,4,0
1116,Defeat Yan-Zhu the Uncasked in Stormstout Brewery.,0,0,4,0,0,0
1117,Yan-Zhu the Uncasked,1116,1,0,19108,1,2
1119,"Proud owner of Tyrael's Hilt from the 2008 World Wide Invitational in Paris, France.",0,1,8,0,0,0
1120,Tyrael's Hilt,1119,1,0,2430,1,2
1121,Tyrael,1119,0,0,6158,2,2
1123,Total Honorable Kills,0,0,4,0,0,0
1124,Honorable Kills,1123,0,0,13253,1,0
1126,Obtain the Merciless Nether Drake from Arena Season 2 of The Burning Crusade.,0,1,8,0,0,0
1127,Merciless Nether Drake,1126,1,0,1868,1,2
1128,Merciless Nether Drake,1126,0,0,6168,2,2
1130,Learn the journeyman riding skill.,0,0,4,0,0,0
1131,Journeyman Riding,1130,2,0,1872,1,2
1133,Learn the expert riding skill.,0,0,4,0,0,0
1134,Expert Riding,1133,3,0,1872,1,2
1136,Learn the artisan riding skill.,0,0,4,0,0,0
1137,Artisan Riding,1136,4,0,1872,1,2
1139,Earn exalted status with the Shattered Sun Offensive.,0,0,4,0,0,0
1140,Exalted with Shattered Sun Offensive,1139,42000,0,4761,1,2
1142,Earn exalted status with The Mag'har.,0,0,4,0,0,0
1143,Exalted with The Mag'har,1142,42000,0,5321,1,2
1145,Deaths in Naxxramas,0,0,4,0,0,0
1146,Deaths in Naxxramas,1145,0,0,943,1,0
1148,Defeat Warlord Kalithresh.,0,1,8,0,0,0
1149,Warlord Kalithresh,1148,1,0,3248,1,2
1150,Trial of the Naaru: Strength,1148,1,0,4474,3,2
1151,The Warlord's Hideout,1148,1,0,4473,2,2
1153,Defend 3 bases in a single Arathi Basin battle.,0,1,8,0,0,0
1154,Defend 3 Bases,1153,3,0,3372,0,2
1159,Total kills,0,0,5,0,0,0
1160,Honorable Kills,1159,0,0,13253,2,0
1161,Total NPC kills,1159,0,0,4944,1,0
1163,Professions learned,0,1,7,0,0,0
1164,Mining,1163,1,0,5559,9,0
1165,Tailoring,1163,1,0,5561,11,0
1166,Engineering,1163,1,0,5554,4,0
1167,Herbalism,1163,1,0,5555,5,0
1168,Alchemy,1163,1,0,5551,1,0
1169,Blacksmithing,1163,1,0,5552,2,0
1170,Enchanting,1163,1,0,5553,3,0
1171,Leatherworking,1163,1,0,5558,8,0
1172,Skinning,1163,1,0,5560,10,0
1173,Inscription,1163,1,0,5556,6,0
1174,Jewelcrafting,1163,1,0,5557,7,0
1176,Professions at maximum skill,0,600,8,0,0,0
1177,Inscription,1176,700,0,5716,4,0
1178,Alchemy,1176,700,0,5565,0,0
1179,Blacksmithing,1176,700,0,5566,2,0
1180,Enchanting,1176,700,0,5567,5,0
1181,Engineering,1176,700,0,5722,1,0
1182,Herbalism,1176,700,0,5569,3,0
1183,Leatherworking,1176,700,0,5718,7,0
1184,Mining,1176,700,0,5573,8,0
1185,Jewelcrafting,1176,700,0,5571,6,0
1186,Skinning,1176,700,0,5720,9,0
1187,Tailoring,1176,700,0,5575,10,0
1189,Total deaths,0,0,4,0,0,0
1190,Total deaths,1189,0,0,111,1,0
1192,Win a duel against another player.,0,0,4,0,0,0
1193,Win a duel,1192,1,0,3629,1,2
1195,Complete the 8 daily quests for the Frenzyheart listed below.,0,0,4,0,0,0
1196,Chicken Party!,1195,1,0,2054,1,0
1197,Tools of War,1195,1,0,2056,3,0
1198,A Hero's Headgear,1195,1,0,2061,8,0
1199,Secret Strength of the Frenzyheart,1195,1,0,2057,4,0
1200,Strength of the Tempest,1195,1,0,2059,6,0
1201,The Heartblood's Strength,1195,1,0,2058,5,0
1202,Kartak's Rampage,1195,1,0,2055,2,0
1203,Rejek: First Blood,1195,1,0,2060,7,0
1211,Extra bank slots purchased,0,0,4,0,0,0
1212,,1211,0,0,2002,1,0
1214,"Complete the Kalimdor, Eastern Kingdoms and Outland Tricks and Treats achievements.",0,0,4,0,0,0
1215,Tricks and Treats of Kalimdor,1214,0,0,2228,2,0
1216,Tricks and Treats of Eastern Kingdoms,1214,0,0,2229,1,0
1217,Tricks and Treats of Outland,1214,0,0,2230,3,0
1219,First priest on the realm to achieve level 80.,0,0,4,0,0,0
1220,Level to 80,1219,80,0,5216,1,2
1222,Defeat Quagmirran.,0,0,4,0,0,0
1223,Quagmirran,1222,1,0,3240,1,2
1225,Defeat Epoch Hunter.,0,1,8,0,0,0
1226,Epoch Hunter,1225,1,0,3242,1,2
1227,Escape from Durnholde,1225,1,0,4467,2,2
1229,Defeat Talon King Ikiss.,0,1,8,0,0,0
1230,Terokk's Legacy,1229,1,0,4468,2,2
1231,Talon King Ikiss,1229,1,0,3245,1,2
1233,Defeat Aeonus.,0,1,8,0,0,0
